Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.set,  Class : OrderedSetIterator, Fields Without Getter : [SetOrder, SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.set,  Class : PredicatedNavigableSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.set,  Class : AbstractSetDecorator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.set,  Class : AbstractSetDecorator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.set,  Class : AbstractSetDecorator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.set,  Class : AbstractSetDecorator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.set,  Class : AbstractSetDecorator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
